date,permit_number,sequence_number,input_order,inspection_type,address,permit,result,inspector,result_clean,inspection_clean,zip
2025-05-30,2025033286,17,6,TIE BEAM/REINFORCING,950 NE 171 ST,BLDG,NOT READY FOR INSPECTION,Hugo Morales,OTHER,Slab/Foundation,33162
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2025004432,2,7,ROUGH,3100 SW 62 AVE,PLUM,PARTIAL APPROVE COMPLX STRUCT,Troy Terry,APPROVED,Rough/Structural,33155
2025-05-30,2025002473,0,1,C/O,14210 NW 7 AVE,ZONE,APPROVED,Mike Simon,APPROVED,Occupancy Cert.,33168
2025-05-30,2025036653,2,3,ROUGH,111 NW 1 ST,PLUM,CORRECTIONS REQUIRED,Alexander Blanco,REJECTED,Rough/Structural,33128
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2023005458,1,4,FINAL,9470 SW 117 TER,PLUM,REJECTED FOR POOL BARRIER REQ,Lazaro Chavez,REJECTED,Final,33176
2025-05-30,2025047698,20,22,TEMPORARY FOR CONSTRUCTION,14501 SW 272 ST,ELEC,CORRECTIONS REQUIRED,Ronald Smith,REJECTED,Temporary/Test,33032
2025-05-30,2024057228,3,22,LATHING/FIREWALL/DRYWALL INSPE,6853 S WATERWAY DR,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Angel Castro,APPROVED,Framing/Drywall,33155
2025-05-30,2025044255,18,22,BUCK AND FASTENER,3201 SW 148 AVE,BLDG,REJECTED PLAN & PERMIT MISSING,Marisol Hernandez,REJECTED,Pre-Construction/Anchors,33331
2025-05-30,2025040142,2,7,ROUGH,1 MIA BLDG 874,MECH,PARTIAL APPROVE COMPLX STRUCT,Eusebio Aguilar-Godoy,APPROVED,Rough/Structural,33142
2025-05-30,2024050248,5,12,TEMPORARY C.O.,7210 SW 60 ST,PLUM,APPROVED,Kevin OConnor,APPROVED,Final,33143
2025-05-30,2025024656,9,24,TIE BEAM/REINFORCING,6975 SW 66 ST,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Felix Barrios,APPROVED,Slab/Foundation,34476
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2025044661,12,21,TIME OF INSTALLATION,11426 SW 35 LN,ROOF,APPROVED PARTIAL,Christopher Suleman,APPROVED,Pre-Construction/Anchors,33165
2025-05-30,2025047767,24,7,ROUGH,8335 SW 68 ST,ELEC,APPROVED PARTIAL,Elton Suarez,APPROVED,Rough/Structural,33143
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2024049431,19,5,BUCK AND FASTENER,15161 NE 8 AVE,BLDG,APPROVED PARTIAL,Hugo Morales,APPROVED,Pre-Construction/Anchors,33162
2025-05-30,2025002530,0,1,C/O,8941 NE 10 AVE,ZONE,APPROVED,Erin Weber,APPROVED,Occupancy Cert.,33138
2025-05-30,2025027028,4,10,FRAMING/FIRE STOPPING WINDOWS,11201 SW 196 ST,BLDG,PARTIAL APPROVE COMPLX STRUCT,Gerardo Perdigon,APPROVED,Framing/Drywall,33157
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2025042008,0,10,ROUGH/SLAB,2268 NW 130 ST,ELEC,APPRVD PARTIAL/EXTRA INSP REQ,Elton Suarez,APPROVED,Rough/Structural,32626
2025-05-30,2025036653,2,3,ROUGH,111 NW 1 ST,PLUM,CORRECTIONS REQUIRED,Alexander Blanco,REJECTED,Rough/Structural,33128
2025-05-30,2023005458,1,4,FINAL,9470 SW 117 TER,PLUM,REJECTED FOR POOL BARRIER REQ,Lazaro Chavez,REJECTED,Final,33176
2025-05-30,2025033642,12,17,UNDERGROUND,10353 N KENDALL DR,ELEC,APPROVED,Elton Suarez,APPROVED,Rough/Structural,33173
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2024014594,3,6,TEMPORARY C.O.,1 MIAD CENTRAL TERMINAL,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Final,33122
2025-05-30,2024004981,0,4,RECERTIFICATION SELECTED QA,6236 SW 136 CT,ELET,APPROVED,Freddy Pradenas,APPROVED,Administrative/Other,33183
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2025045800,5,18,FINAL,17631 SW 109 AVE,ROOF,APPROVED,Everildo Perez,APPROVED,Final,33157
2025-05-30,2025047881,4,25,ROUGH,8755 SW 54 AVE,ELEC,APPROVED,Elton Suarez,APPROVED,Rough/Structural,33143
2025-05-30,2025044652,4,17,FINAL,16432 SW 81 TER,ROOF,APPROVED,Russell Van  Baush,APPROVED,Final,33193
2025-05-30,2024052609,1,8,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2025020581,0,184,CHECK SPECIAL INSPECTOR LOG,4570 SW 68 CT CIR 8,BLDG,APPROVED,Jean  Socrate Devilme,APPROVED,Administrative/Other,34476
2025-05-30,2025040804,10,25,TIME OF INSTALLATION,1930 NW 55 ST,ROOF,APPROVED,Miguel Toledo,APPROVED,Pre-Construction/Anchors,33142
2025-05-30,2025002543,0,1,C/O,12570 SW 259 ST,ZONE,REJECTED NOT TO CODE,David Felix,REJECTED,Occupancy Cert.,33032
2025-05-30,2025032200,1,8,TIME OF INSTALLATION,8901 SW 95 AVE,ROOF,APPRVD PARTIAL/EXTRA INSP REQ,Christopher Suleman,APPROVED,Pre-Construction/Anchors,33176
2025-05-30,2025008990,6,10,FINAL,7411 NW 186 ST,ELEC,APPROVED PARTIAL,Gizelle Andrews,APPROVED,Final,33015
2025-05-30,2024054192,2,1,ROUGH,10981 SW 84 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Elton Suarez,APPROVED,Rough/Structural,32608
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025048031,5,11,UNDERGROUND,21344 W DIXIE HWY,PLUM,REJECTED WORK CONCEALED,Anthony Trujillo,REJECTED,Rough/Structural,33180
2025-05-30,2025038145,3,12,FINAL,151 NW 122 CT,ROOF,CORRECTIONS REQUIRED,Jhoan Hernandez,REJECTED,Final,33182
2025-05-30,2025036653,2,3,ROUGH,111 NW 1 ST,PLUM,CORRECTIONS REQUIRED,Alexander Blanco,REJECTED,Rough/Structural,33128
2025-05-30,2025041919,5,9,FINAL,1250 NORTH DR,ROOF,APPROVED,Joel Grillo,APPROVED,Final,33179
2025-05-30,2025038145,3,12,FINAL,151 NW 122 CT,ROOF,CORRECTIONS REQUIRED,Jhoan Hernandez,REJECTED,Final,33182
2025-05-30,2025046378,3,9,FINAL,15221 SW 307 RD,ROOF,APPROVED,Charles Walton,APPROVED,Final,33033
2025-05-30,2024054192,2,1,ROUGH,10981 SW 84 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Elton Suarez,APPROVED,Rough/Structural,32608
2025-05-30,2025038145,3,12,FINAL,151 NW 122 CT,ROOF,CORRECTIONS REQUIRED,Jhoan Hernandez,REJECTED,Final,33182
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025025611,1,10,BEFORE ANCHOR SHEET IS COVERED,28801 SW 157 AVE,ROOF,NOT READY FOR INSPECTION,Charles Walton,OTHER,Pre-Construction/Anchors,33033
2025-05-30,2025042115,3,4,TILE PLACING (INTERMEDIATE),14633 SW 18 ST,ROOF,REJECTED NOT ACCESSIBLE,Jhoan Hernandez,REJECTED,Framing/Drywall,33175
2025-05-30,2025039368,14,7,FINAL,15725 SW 72 ST 140,ELEC,APPROVED,Rolando Rosales,APPROVED,Final,33193
2025-05-30,2025040142,2,7,ROUGH,1 MIA BLDG 874,MECH,PARTIAL APPROVE COMPLX STRUCT,Eusebio Aguilar-Godoy,APPROVED,Rough/Structural,33142
2025-05-30,2025042115,3,4,TILE PLACING (INTERMEDIATE),14633 SW 18 ST,ROOF,REJECTED NOT ACCESSIBLE,Jhoan Hernandez,REJECTED,Framing/Drywall,33175
2025-05-30,2025028457,13,24,SLAB,6041 SW 29 ST,BLDG,CARRY OVER,Angel Castro,OTHER,Slab/Foundation,33025
2025-05-30,2024014594,3,6,TEMPORARY C.O.,1 MIAD CENTRAL TERMINAL,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Final,33122
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025043186,6,7,FINAL,1210 NORTH DR,ROOF,APPROVED,Joel Grillo,APPROVED,Final,33179
2025-05-30,2025025611,1,10,BEFORE ANCHOR SHEET IS COVERED,28801 SW 157 AVE,ROOF,NOT READY FOR INSPECTION,Charles Walton,OTHER,Pre-Construction/Anchors,33033
2025-05-30,2025040142,2,7,ROUGH,1 MIA BLDG 874,MECH,PARTIAL APPROVE COMPLX STRUCT,Eusebio Aguilar-Godoy,APPROVED,Rough/Structural,33142
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025037126,7,24,FINAL,18021 NW 48 PL,ROOF,APPROVED,Joel Grillo,APPROVED,Final,33055
2025-05-30,2025047687,7,11,TIME OF INSTALLATION,28500 SW 142 AVE,ROOF,APPROVED PARTIAL,Charles Walton,APPROVED,Pre-Construction/Anchors,33033
2025-05-30,2025040142,2,7,ROUGH,1 MIA BLDG 874,MECH,PARTIAL APPROVE COMPLX STRUCT,Eusebio Aguilar-Godoy,APPROVED,Rough/Structural,33142
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025013738,1,1,FINAL,13334 SW 113 PL,ROOF,APPROVED,Everildo Perez,APPROVED,Final,32044
2025-05-30,2025047687,8,12,BEFORE ANCHOR SHEET IS COVERED,28500 SW 142 AVE,ROOF,APPROVED PARTIAL,Charles Walton,APPROVED,Pre-Construction/Anchors,33033
2025-05-30,2025041126,4,9,BUCK AND FASTENER,12435 SW 93 AVE,BLDG,APPROVED,Roger Andrade,APPROVED,Pre-Construction/Anchors,33176
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2025033005,0,6,FINAL,9260 SW 136 ST,ELEC,APPROVED PARTIAL,Edgar Loiseau,APPROVED,Final,33176
2025-05-30,2024052834,1,19,BEFORE ANCHOR SHEET IS COVERED,225 NW 73 AVE,ROOF,NOT READY FOR INSPECTION,Miguel Toledo,OTHER,Pre-Construction/Anchors,33126
2025-05-30,2025046111,3,25,TILE PLACING (INTERMEDIATE),10041 SW 145 ST,ROOF,APPRVD PARTIAL/EXTRA INSP REQ,Everildo Perez,APPROVED,Framing/Drywall,33176
2025-05-30,2022000617,0,12,INSULATION INSPECTIONS,2940 NW 69 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2023058078,3,10,FINAL,1 MIAD TERMINAL E-2ND LEVEL,MECH,INSPECTION CANCELLATION,Eusebio Aguilar-Godoy,CANCELLED,Final,33142
2025-05-30,2022000617,0,12,INSULATION INSPECTIONS,2940 NW 69 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2025041124,20,12,TIE BEAM/REINFORCING,23210 SW 133 CT,BLDG,APPROVED,Gerardo Perdigon,APPROVED,Slab/Foundation,33033
2025-05-30,2022000617,0,12,INSULATION INSPECTIONS,2940 NW 69 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2025031178,0,2,FINAL,18505 HOMESTEAD AVE,ELEC,INSPECTION FOR QTY ASSURANCE,Alberto Diaz,OTHER,Final,33157
2025-05-30,2022000617,0,12,INSULATION INSPECTIONS,2940 NW 69 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2022000617,0,12,INSULATION INSPECTIONS,2940 NW 69 ST,BLDG,APPROVED,Alexander Bedoya,APPROVED,Framing/Drywall,33147
2025-05-30,2025032997,1,11,FINAL,9835 SW 77 PL,BLDG,APPROVED,Roger Andrade,APPROVED,Final,33156
2025-05-30,2025047796,0,14,FINAL,5025 SW 62 AVE,ELEC,NOT READY FOR INSPECTION,Gizelle Andrews,OTHER,Final,33155
2025-05-30,2025038455,13,13,SLAB,19709 NE 16 PL,BLDG,APPRVD PARTIAL/EXTRA INSP REQ,Hugo Morales,APPROVED,Slab/Foundation,32696
2025-05-30,2025016774,7,26,INSULATION INSPECTIONS,1800 NE 114 ST 1908,BLDG,CARRY OVER,Alexander Bedoya,OTHER,Framing/Drywall,33181
2025-05-30,2024014594,3,6,TEMPORARY C.O.,1 MIAD CENTRAL TERMINAL,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Final,33122
2025-05-30,2025016774,7,26,INSULATION INSPECTIONS,1800 NE 114 ST 1908,BLDG,CARRY OVER,Alexander Bedoya,OTHER,Framing/Drywall,33181
2025-05-30,2024054759,5,7,FINAL,12805 SW 246 TER,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-30,2025047669,4,4,TIME OF INSTALLATION,19407 SW 340 ST,ROOF,CORRECTIONS REQUIRED,Charles Walton,REJECTED,Pre-Construction/Anchors,33034
2025-05-30,2025027248,17,3,FINAL,8045 SW 107 AVE 3,BLDG,APPROVED,Roger Andrade,APPROVED,Final,33173
2025-05-30,2025035836,0,177,SLAB,3920 SW 59 AVE,BLDG,APPROVED,Jean  Socrate Devilme,APPROVED,Slab/Foundation,33155
2025-05-30,2023059982,0,3,FINAL,14901 SW 42 ST,ELEC,INSPECTION FOR QTY ASSURANCE,Alberto Diaz,OTHER,Final,33185
2025-05-30,2023068285,9,8,FRAMING/FIRE STOPPING WINDOWS,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-30,2024066871,4,18,FINAL,10455 OLD CUTLER RD,PLUM,REJECTED NOT TO CODE,Lazaro Chavez,REJECTED,Final,33190
2025-05-30,2024047789,2,3,CANCELLATION REQ/VERIFY WORK,1660 NE 191 ST 1111,ELEC,UNABLE TO LOCATE/ADD/APT/SPACE,Jerry Henry,OTHER,Administrative/Other,33179
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024013466,27,21,FINAL ZONING AND LANDSCAPE,2121 NW 45 ST,BLDG,APPROVED,Alejandro Romero,APPROVED,Final,33142
2025-05-29,2025043899,9,19,TILE PLACING (INTERMEDIATE),19432 NE 15 CT,ROOF,CANCELLATION BY INTERNET,Joel Grillo,CANCELLED,Framing/Drywall,33179
2025-05-29,2025020435,0,24,FINAL,14540 GARDEN DR,ROOF,APPROVED,Vincent Carr,APPROVED,Final,33813
2025-05-29,2024038271,1,10,FINAL,13841 SW 252 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-29,2025041359,7,11,STEEL & MAIN DRAIN,2335 NE 186 ST,BLDG,CORRECTIONS REQUIRED,Hugo Morales,REJECTED,Framing/Drywall,33180
2025-05-29,2025033852,1,22,FINAL,9901 SW 140 ST,ROOF,REJECTED NOT ACCESSIBLE,Everildo Perez,REJECTED,Final,33176
2025-05-29,2023067035,8,10,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024013466,27,21,FINAL ZONING AND LANDSCAPE,2121 NW 45 ST,BLDG,APPROVED,Alejandro Romero,APPROVED,Final,33142
2025-05-29,2025045032,8,13,FINAL,18841 NW 84 AVE,ROOF,APPROVED,Joel Grillo,APPROVED,Final,
2025-05-29,2025047014,0,2,FINAL,3106 NW 71 ST,ELEC,APPROVED,Elton Suarez,APPROVED,Final,33147
2025-05-29,2024038271,1,10,FINAL,13841 SW 252 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-29,2025033852,1,22,FINAL,9901 SW 140 ST,ROOF,REJECTED NOT ACCESSIBLE,Everildo Perez,REJECTED,Final,33176
2025-05-29,2025046734,3,24,FINAL,14041 SW 104 PL,ROOF,CORRECTIONS REQUIRED,Everildo Perez,REJECTED,Final,33176
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024013466,27,21,FINAL ZONING AND LANDSCAPE,2121 NW 45 ST,BLDG,APPROVED,Alejandro Romero,APPROVED,Final,33142
2025-05-29,2023046897,0,28,FINAL,12224 SW 220 ST,BLDG,APPROVED,Pedro Clemente,APPROVED,Final,33170
2025-05-29,2025034269,0,1,FINAL,14910 SW 228 ST,PLUM,INSPECTION FOR QTY ASSURANCE,Bernard Chitolie,OTHER,Final,33170
2025-05-29,2024031060,2,6,TEMPORARY C.O.,24350 SW 127 PL,PLUM,APPROVED,Kevin OConnor,APPROVED,Final,33170
2025-05-29,2025021653,0,4,FINAL,19561 NW 88 AVE,ELEC,CORRECTIONS REQUIRED,Jerry Henry,REJECTED,Final,33018
2025-05-29,2025032138,5,3,FINAL,1468 NE 118 ST,PLUM,APPROVED PARTIAL,Troy Terry,APPROVED,Final,33161
2025-05-29,2025039399,4,3,ROUGH,1615 SW 107 AVE 100,PLUM,APPROVED,Horacio Cruz,APPROVED,Rough/Structural,33165
2025-05-29,2024038271,1,10,FINAL,13841 SW 252 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-29,2025033852,1,22,FINAL,9901 SW 140 ST,ROOF,REJECTED NOT ACCESSIBLE,Everildo Perez,REJECTED,Final,33176
2025-05-29,2025045815,3,4,FINAL,14728 JEFFERSON ST,ROOF,APPROVED,Everildo Perez,APPROVED,Final,33176
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024013466,27,21,FINAL ZONING AND LANDSCAPE,2121 NW 45 ST,BLDG,APPROVED,Alejandro Romero,APPROVED,Final,33142
2025-05-29,2025041535,1,22,TIME OF INSTALLATION,12805 BISCAYNE DR,ROOF,APPROVED,Felix Gonzalez,APPROVED,Pre-Construction/Anchors,33181
2025-05-29,2025039600,0,21,FINAL,22077 S DIXIE HWY,ELEC,APPROVED PARTIAL,Elton Suarez,APPROVED,Final,33170
2025-05-29,2024038271,1,10,FINAL,13841 SW 252 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-29,2025033852,1,22,FINAL,9901 SW 140 ST,ROOF,REJECTED NOT ACCESSIBLE,Everildo Perez,REJECTED,Final,33176
2025-05-29,2023065699,0,4,FINAL,14640 SW 30 ST,ELEC,APPROVED PARTIAL,Rolando Rosales,APPROVED,Final,33175
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024013466,27,21,FINAL ZONING AND LANDSCAPE,2121 NW 45 ST,BLDG,APPROVED,Alejandro Romero,APPROVED,Final,33142
2025-05-29,2025045601,15,2,BUCK AND FASTENER,15380 SW 152 TER,BLDG,APPROVED,Gerardo Perdigon,APPROVED,Pre-Construction/Anchors,33187
2025-05-29,2025046378,3,20,BEFORE ANCHOR SHEET IS COVERED,15221 SW 307 RD,ROOF,APPROVED,Felix Gonzalez,APPROVED,Pre-Construction/Anchors,33033
2025-05-29,2023067035,8,10,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2025036483,2,4,ROUGH,30215 S DIXIE HWY,ELEC,APPROVED,Leo Fuentes,APPROVED,Rough/Structural,33033
2025-05-29,2024038271,1,10,FINAL,13841 SW 252 ST,ELEC,PARTIAL APPROVE COMPLX STRUCT,Ronald Smith,APPROVED,Final,33032
2025-05-29,2025030230,1,2,FINAL,14728 JEFFERSON ST,ROOF,APPROVED,Everildo Perez,APPROVED,Final,33176
2025-05-29,2025043624,0,17,FINAL,11808 SW 125 PL,ELEC,APPROVED,Rolando Rosales,APPROVED,Final,33186
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2025020016,4,11,FINAL,10455 OLD CUTLER RD,PLUM,PARTIAL APPROVE COMPLX STRUCT,Lazaro Chavez,APPROVED,Final,33190
2025-05-29,2025046378,2,21,TIME OF INSTALLATION,15221 SW 307 RD,ROOF,APPROVED,Felix Gonzalez,APPROVED,Pre-Construction/Anchors,33033
2025-05-29,2025019928,2,15,ROUGH,4900 FISHER ISLAND DR,ELEC,APPROVED,Edgar Loiseau,APPROVED,Rough/Structural,33109
2025-05-29,2025045343,9,19,FINAL,5300 NW 181 TER,ELEC,REJECTED APPROVED PLANS REQ.,Jerry Henry,REJECTED,Final,33055
2025-05-29,2025030230,1,2,FINAL,14728 JEFFERSON ST,ROOF,APPROVED,Everildo Perez,APPROVED,Final,33176
2025-05-29,2025043533,1,1,FINAL,7313 SW 144 AVE,MECH,APPROVED,Luigi Chinea,APPROVED,Final,33183
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2024056228,3,19,SLAB,1611 NW 12 AVE,ELEC,"REJECTED , NOTICE COMMENCEMENT",Edgar Loiseau,REJECTED,Slab/Foundation,33136
2025-05-29,2024009565,1,14,FINAL,15795 SW 127 AVE,PLUM,PARTIAL APPROVE COMPLX STRUCT,Lazaro Chavez,APPROVED,Final,33170
2025-05-29,2025021279,1,60,PRESSURE TEST,7270 NW 12 ST 380,PLUM,CARRY OVER,Troy Terry,OTHER,Plumbing/Pool/Service,33126
2025-05-29,2025047758,4,5,FINAL,13762 SW 285 ST,BLDG,REJECTED WORK CONCEALED,Pedro Clemente,REJECTED,Final,33033
2025-05-29,2024031060,2,6,TEMPORARY C.O.,24350 SW 127 PL,PLUM,APPROVED,Kevin OConnor,APPROVED,Final,33170
2025-05-29,2025026349,2,6,LATHING/FIREWALL/DRYWALL INSPE,1 MIA NORTH TERM D FOOD COURT,BLDG,PARTIAL APPROVE COMPLX STRUCT,Saleem Koliwala,APPROVED,Framing/Drywall,33142
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2025041230,16,14,FINAL,2267 NW 93 ST,ELEC,NOT READY FOR INSPECTION,Jerry Henry,OTHER,Final,33147
2025-05-29,2025042137,2,26,SLAB,5837 BLUE LAGOON DR,BLDG,CARRY OVER,Alejandro Romero,OTHER,Slab/Foundation,33126
2025-05-29,2025033648,10,9,UNDERGROUND,10395 N KENDALL DR,ELEC,APPROVED,Rey Rubio,APPROVED,Rough/Structural,33176
2025-05-29,2023067035,8,10,FRAMING/FIRE STOPPING WINDOWS,2335 NE 186 ST,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2025039668,30,23,FINAL,2253 NW 41 ST,BLDG,REJECTED WORK CONCEALED,Alejandro Romero,REJECTED,Final,33142
2025-05-29,2023068285,6,9,LATHING/FIREWALL/DRYWALL INSPE,2660 NE 192 TER,BLDG,PARTIAL APPROVE COMPLX STRUCT,Hugo Morales,APPROVED,Framing/Drywall,33180
2025-05-29,2025047563,2,15,FINAL,1403 NE 167 ST,ELEC,REJECTED REVISE PLANS REQ,Jerry Henry,REJECTED,Final,33162
2025-05-29,2025021347,13,18,ROUGH,152 NW 8 ST,ELEC,INSPECT QTY ASSURANCE PARTIAL,Edgar Loiseau,OTHER,Rough/Structural,34475
2025-05-29,2025044414,5,24,CAP SHEET INSTALLATION,19664 SW 324 ST,ROOF,APPROVED,Felix Gonzalez,APPROVED,Roof,33030
2025-05-29,2024021497,1,13,ROUGH,1611 NW 12 AVE,MECH,PARTIAL APPROVE COMPLX STRUCT,Eusebio Aguilar-Godoy,APPROVED,Rough/Structural,33136
2025-05-29,2025029553,3,4,FINAL,3100 SW 62 AVE,MECH,APPROVED,Julio Duque,APPROVED,Final,33155
2025-05-29,2025045343,9,19,FINAL,5300 NW 181 TER,ELEC,REJECTED APPROVED PLANS REQ.,Jerry Henry,REJECTED,Final,33055
